delivery_id,order_id,delivery_status,delivery_time,rider_id
8640,2283,Not Delivered,07:30:01,17
2764,2284,Not Delivered,10:07:35,46
6755,2285,Delivered,07:40:19,33
9787,2286,Not Delivered,10:16:49,1
432,2287,Not Delivered,10:14:29,15
7915,2288,Not Delivered,17:25:53,52
2168,2289,Not Delivered,18:49:41,40
5730,2290,Delivered,23:33:56,14
6966,2292,Delivered,10:21:58,3
3742,2293,Delivered,14:56:28,63
4660,2294,Not Delivered,00:00:03,68
6882,2295,Not Delivered,07:44:16,48
3428,2296,Delivered,06:20:20,42
4591,2297,Not Delivered,20:59:11,77
5439,2298,Delivered,13:29:51,28
3147,2299,Not Delivered,11:57:28,18
1410,2300,Delivered,20:46:28,35
6164,2301,Not Delivered,18:18:47,52
2392,2302,Delivered,20:27:38,22
2360,2303,Not Delivered,08:03:22,59
9573,2304,Not Delivered,07:28:11,53
3259,2305,Delivered,07:12:21,58
8551,2306,Not Delivered,18:20:05,15
8805,2307,Not Delivered,14:19:53,85
1427,2308,Not Delivered,20:10:43,100
8678,2309,Not Delivered,17:38:47,33
7786,2310,Not Delivered,06:38:21,91
7754,2311,Delivered,17:12:13,1
6730,2312,Delivered,22:57:32,84
9818,2313,Delivered,06:59:16,58
7564,2314,Delivered,07:09:50,30
4565,2315,Not Delivered,18:20:58,54
9004,2316,Not Delivered,18:10:00,15
1896,2317,Not Delivered,12:04:39,15
1211,2318,Delivered,09:01:07,17
5790,2319,Not Delivered,13:57:27,6
3865,2320,Delivered,15:18:21,91
1150,2321,Not Delivered,12:06:24,8
1759,2322,Delivered,09:19:57,88
3945,2323,Delivered,17:23:40,81
1591,2324,Delivered,22:14:00,44
4411,2325,Not Delivered,14:49:20,66
7471,2326,Not Delivered,13:19:32,24
2513,2327,Not Delivered,13:46:10,44
94,2328,Delivered,18:32:20,58
5735,2329,Not Delivered,20:40:34,53
21,2330,Delivered,07:58:29,7
3963,2331,Delivered,21:17:18,13
2564,2332,Delivered,13:07:01,91
9179,2333,Delivered,19:47:41,8
6944,2334,Not Delivered,23:40:57,43
3048,2335,Not Delivered,16:29:16,95
7333,2336,Delivered,17:01:23,48
1531,2337,Not Delivered,07:18:38,46
743,2338,Delivered,10:10:06,71
8846,2339,Not Delivered,21:46:30,89
6808,2340,Delivered,22:22:53,95
6024,2341,Not Delivered,10:09:27,29
8382,2342,Delivered,07:24:55,52
8681,2343,Delivered,08:42:28,51
9351,2344,Not Delivered,10:56:19,91
14,2345,Delivered,08:04:45,96
6666,2346,Delivered,21:41:43,53
1138,2348,Delivered,13:08:41,94
7213,2349,Delivered,10:52:46,100
8584,2351,Not Delivered,21:19:04,57
706,2352,Delivered,18:05:39,34
6342,2353,Delivered,06:56:51,59
2109,2354,Delivered,09:35:32,95
2245,2355,Not Delivered,10:48:54,38
4886,2356,Not Delivered,22:51:13,26
764,2357,Not Delivered,10:52:48,67
6691,2358,Not Delivered,19:03:40,37
9568,2359,Delivered,21:03:07,22
8198,2360,Delivered,17:23:47,34
1588,2361,Delivered,07:35:57,69
2236,2362,Not Delivered,20:53:41,71
2252,2364,Delivered,16:24:05,92
6799,2365,Delivered,18:56:17,41
8687,2366,Not Delivered,11:56:49,93
4654,2367,Not Delivered,10:39:19,90
6133,2368,Not Delivered,07:52:17,71
1255,2369,Delivered,17:17:27,100
426,2370,Delivered,21:25:23,11
9378,2371,Delivered,10:33:11,30
3878,2372,Not Delivered,17:49:02,49
6334,2373,Not Delivered,19:56:14,57
5459,2374,Delivered,08:53:23,26
8765,2375,Delivered,10:27:40,64
5935,2376,Delivered,22:33:15,39
8751,2377,Delivered,10:40:46,35
8094,2378,Delivered,12:55:56,99
4416,2379,Delivered,19:13:32,65
7619,2380,Delivered,20:02:41,66
7231,2381,Not Delivered,15:28:24,78
4952,2383,Delivered,19:40:08,97
6476,2384,Delivered,11:46:36,73
8201,2385,Delivered,19:39:59,64
2720,2386,Delivered,22:02:50,96
3326,2387,Delivered,08:55:41,72
3752,2388,Not Delivered,14:32:36,30
4626,2389,Delivered,19:45:36,100
5917,2390,Delivered,17:37:21,45
8631,2391,Delivered,23:18:24,85
2580,2392,Delivered,09:41:03,4
4407,2393,Delivered,22:06:11,7
7623,2394,Delivered,07:32:10,90
9339,2395,Delivered,23:13:34,72
2209,2396,Delivered,13:01:33,56
2414,2397,Delivered,08:24:46,21
309,2398,Delivered,14:02:59,62
2196,2399,Not Delivered,20:40:21,29
484,2400,Not Delivered,06:23:15,12
6339,2401,Not Delivered,07:26:09,76
7600,2403,Not Delivered,12:39:52,81
6702,2404,Delivered,22:33:16,13
6899,2405,Not Delivered,07:31:29,33
8010,2406,Delivered,07:48:19,81
4224,2407,Not Delivered,17:44:10,55
3940,2408,Delivered,14:53:52,77
7769,2409,Not Delivered,13:09:57,60
3759,2410,Not Delivered,19:18:01,56
2138,2411,Not Delivered,20:39:24,95
4432,2412,Not Delivered,20:27:37,98
4091,2413,Not Delivered,21:45:10,67
9298,2414,Delivered,20:52:32,89
883,2415,Not Delivered,16:22:57,50
1377,2416,Not Delivered,08:41:11,39
1358,2417,Not Delivered,12:05:01,87
7887,2418,Not Delivered,09:37:32,29
6977,2419,Delivered,12:37:00,76
4113,2420,Not Delivered,17:29:32,23
2421,2421,Not Delivered,11:57:31,32
6496,2422,Delivered,10:33:12,63
1213,2424,Delivered,11:19:31,95
707,2425,Delivered,13:33:06,59
7854,2426,Not Delivered,15:06:17,37
775,2427,Not Delivered,14:35:40,45
6835,2428,Not Delivered,17:26:39,1
9924,2429,Delivered,10:37:22,48
6066,2430,Delivered,10:23:46,16
8090,2431,Not Delivered,17:05:57,30
9221,2432,Delivered,12:46:51,86
4795,2433,Delivered,12:43:23,95
5684,2434,Delivered,18:33:47,94
8497,2435,Delivered,13:52:11,7
2865,2436,Delivered,15:28:06,13
7944,2437,Not Delivered,10:04:48,53
7069,2438,Delivered,08:37:43,53
328,2439,Delivered,07:59:03,15
2104,2440,Delivered,09:43:08,17
7462,2442,Delivered,15:43:40,61
5162,2443,Delivered,08:08:19,73
8409,2444,Delivered,15:14:14,79
1760,2445,Delivered,19:37:02,36
2280,2446,Not Delivered,17:41:23,41
8684,2447,Not Delivered,13:25:17,95
1789,2448,Delivered,19:32:53,94
8428,2449,Not Delivered,09:15:13,73
8151,2450,Delivered,07:19:59,97
4342,2451,Delivered,22:57:06,1
1422,2452,Not Delivered,12:18:13,58
860,2453,Not Delivered,18:23:52,46
7546,2454,Delivered,21:29:42,64
8068,2455,Delivered,22:02:28,89
4771,2456,Delivered,09:49:45,35
4188,2457,Not Delivered,14:43:23,62
5277,2458,Not Delivered,07:05:32,57
2420,2459,Not Delivered,15:34:18,76
9236,2460,Delivered,17:12:22,90
627,2461,Delivered,10:29:05,80
7254,2462,Delivered,21:00:26,90
2434,2463,Delivered,10:52:13,86
8776,2464,Not Delivered,10:17:52,58
9154,2465,Not Delivered,22:07:48,91
8345,2466,Not Delivered,07:34:10,96
9067,2467,Not Delivered,10:39:17,4
8331,2468,Not Delivered,14:35:07,85
1200,2469,Delivered,11:44:52,74
9644,2470,Not Delivered,14:09:37,29
4065,2472,Delivered,14:20:51,74
9111,2473,Not Delivered,20:33:40,2
8964,2474,Not Delivered,06:54:57,70
7244,2475,Delivered,08:05:58,41
2172,2476,Not Delivered,17:55:19,55
5490,2477,Delivered,22:29:43,36
1563,2478,Delivered,06:30:32,81
3917,2480,Delivered,22:21:23,94
4579,2481,Delivered,13:32:50,52
9868,2482,Not Delivered,16:16:54,4
569,2483,Not Delivered,16:28:46,6
2729,2484,Delivered,16:51:42,55
5883,2485,Not Delivered,22:52:11,62
4459,2486,Delivered,22:32:29,33
3185,2487,Delivered,21:27:13,71
7051,2488,Delivered,14:38:42,59
7039,2489,Delivered,22:47:32,79
3050,2490,Not Delivered,10:05:51,85
5922,2491,Delivered,18:15:34,61
933,2492,Delivered,23:08:45,40
7094,2493,Not Delivered,23:13:53,73
7682,2494,Delivered,12:55:07,38
254,2495,Delivered,16:27:00,44
5891,2496,Not Delivered,08:23:27,96
6355,2497,Not Delivered,08:07:18,14
1868,2498,Delivered,17:40:46,79
9241,2499,Not Delivered,13:40:47,75
1615,2500,Not Delivered,11:40:06,56
3853,2501,Not Delivered,19:50:54,5
1437,2502,Delivered,19:57:29,2
8032,2503,Not Delivered,19:44:34,53
3771,2504,Delivered,18:55:43,75
7449,2505,Delivered,14:06:10,81
3662,2506,Not Delivered,08:28:32,14
7053,2507,Delivered,09:49:11,68
3343,2508,Not Delivered,15:47:01,62
5943,2509,Not Delivered,21:37:51,35
882,2510,Delivered,14:07:38,12
3632,2511,Delivered,07:44:58,80
927,2512,Not Delivered,21:50:33,4
9431,2513,Not Delivered,20:00:06,84
1398,2514,Not Delivered,10:21:43,24
4992,2515,Delivered,20:27:11,75
1367,2516,Not Delivered,18:11:30,54
2698,2517,Not Delivered,14:41:27,7
512,2518,Delivered,21:32:23,53
8305,2519,Not Delivered,12:57:19,15
2269,2520,Not Delivered,22:17:00,23
9869,2521,Delivered,19:24:25,55
8498,2522,Not Delivered,16:19:12,95
6827,2523,Delivered,08:38:27,57
7015,2524,Not Delivered,21:52:37,35
5239,2525,Not Delivered,10:30:55,15
2699,2526,Not Delivered,21:27:35,94
3111,2527,Delivered,14:57:14,4
7790,2528,Delivered,14:10:03,30
3915,2529,Delivered,10:21:38,81
9649,2530,Not Delivered,20:20:43,52
7957,2531,Delivered,08:36:12,91
8342,2532,Not Delivered,11:03:49,67
8295,2533,Delivered,21:06:20,70
7543,2534,Not Delivered,19:57:05,11
7832,2535,Delivered,19:29:59,30
3845,2536,Not Delivered,23:06:25,32
7184,2537,Delivered,15:49:17,53
9375,2538,Not Delivered,23:24:30,89
568,2539,Delivered,19:42:45,1
5601,2540,Not Delivered,21:30:56,6
8130,2541,Not Delivered,22:18:10,24
4181,2542,Delivered,22:34:26,83
5200,2543,Not Delivered,11:27:54,41
2701,2544,Not Delivered,17:48:23,40
3275,2545,Not Delivered,20:37:37,65
4020,2546,Not Delivered,16:34:12,100
416,2547,Not Delivered,11:16:58,21
3020,2548,Not Delivered,22:53:39,14
8440,2549,Delivered,07:19:06,99
119,2550,Delivered,16:15:21,29
7865,2551,Delivered,08:10:19,75
7912,2552,Delivered,19:59:35,9
8850,2553,Delivered,13:16:55,55
834,2554,Delivered,20:24:06,13
4812,2555,Delivered,22:27:37,77
5648,2556,Not Delivered,12:22:59,38
2608,2557,Not Delivered,11:07:12,90
5937,2558,Not Delivered,19:22:11,54
4703,2559,Not Delivered,07:18:12,38
1817,2560,Not Delivered,09:33:07,40
1020,2561,Delivered,13:19:00,82
5047,2562,Delivered,20:42:54,58
4731,2563,Not Delivered,12:56:44,40
5973,2564,Not Delivered,11:59:18,99
2003,2565,Delivered,11:37:54,14
6286,2566,Not Delivered,07:22:42,8
3994,2567,Not Delivered,13:14:19,17
8872,2568,Delivered,12:54:31,53
8598,2569,Not Delivered,07:46:38,1
2080,2570,Not Delivered,07:56:23,4
6309,2571,Not Delivered,15:38:05,9
4209,2572,Not Delivered,13:55:44,26
3273,2573,Delivered,18:40:47,50
5812,2574,Not Delivered,10:15:07,100
4051,2575,Not Delivered,11:05:14,58
757,2576,Delivered,15:55:56,95
493,2577,Not Delivered,14:27:00,74
8311,2578,Not Delivered,14:40:36,39
8088,2579,Delivered,10:49:50,79
5055,2580,Delivered,11:33:49,3
1312,2581,Not Delivered,20:16:20,74
6744,2582,Delivered,20:07:50,91
6503,2583,Delivered,22:59:26,46
5220,2584,Not Delivered,12:52:13,45
5620,2585,Not Delivered,21:15:22,95
2649,2586,Not Delivered,13:35:11,83
5739,2587,Delivered,21:49:11,78
5077,2588,Not Delivered,13:26:32,73
4248,2589,Delivered,16:16:59,17
4235,2590,Not Delivered,08:08:35,97
1833,2591,Delivered,11:40:35,25
7678,2592,Not Delivered,19:43:49,32
3046,2593,Delivered,20:40:15,16
4468,2594,Delivered,14:40:55,18
3034,2595,Not Delivered,07:39:39,34
9547,2596,Not Delivered,08:03:39,13
819,2597,Delivered,12:38:15,19
1894,2598,Not Delivered,11:07:25,71
2831,2599,Not Delivered,18:16:36,48
1746,2600,Delivered,15:05:59,42
4629,2601,Delivered,10:29:27,59
1376,2602,Delivered,08:43:50,25
9892,2603,Not Delivered,22:31:10,25
9527,2604,Not Delivered,16:05:18,95
350,2605,Delivered,18:44:14,46
9364,2606,Delivered,16:19:19,54
4509,2607,Delivered,10:17:54,88
7303,2608,Not Delivered,17:13:23,6
9658,2609,Delivered,15:17:54,68
6536,2610,Not Delivered,21:21:26,35
4959,2611,Not Delivered,08:45:15,23
6105,2612,Delivered,18:17:05,18
885,2613,Not Delivered,11:11:18,58
6396,2614,Not Delivered,10:08:25,60
2224,2615,Not Delivered,15:24:09,87
9321,2616,Delivered,11:46:28,34
6556,2617,Delivered,14:16:44,10
1824,2618,Not Delivered,12:28:05,92
2615,2619,Delivered,20:13:30,65
2447,2620,Not Delivered,15:05:57,26
9264,2621,Delivered,10:05:39,7
3449,2622,Delivered,15:09:20,12
4320,2623,Not Delivered,10:49:30,46
1078,2624,Delivered,15:43:11,96
841,2625,Not Delivered,14:38:18,82
6283,2626,Not Delivered,17:13:36,98
1158,2627,Delivered,09:16:37,88
544,2628,Not Delivered,15:44:34,86
5863,2629,Delivered,21:02:28,76
285,2630,Not Delivered,14:44:49,94
8275,2631,Not Delivered,20:35:54,37
6796,2632,Delivered,18:31:52,56
3144,2633,Not Delivered,15:02:14,52
7863,2634,Delivered,16:56:32,61
8951,2635,Not Delivered,22:15:41,40
8207,2636,Delivered,14:27:38,83
1855,2637,Not Delivered,19:18:04,52
763,2638,Delivered,20:47:18,32
3006,2639,Not Delivered,20:59:07,36
4448,2640,Not Delivered,10:33:08,47
8600,2641,Not Delivered,11:15:51,64
3043,2642,Not Delivered,15:33:58,29
4894,2643,Not Delivered,22:14:37,17
5341,2644,Delivered,06:45:31,26
4962,2645,Delivered,13:11:54,28
3239,2646,Not Delivered,12:00:18,83
6552,2647,Delivered,15:38:52,100
5650,2648,Delivered,14:01:19,35
715,2649,Delivered,07:56:52,90
2539,2650,Delivered,12:32:55,59
3412,2651,Not Delivered,16:13:22,43
5772,2652,Delivered,14:26:53,69
5348,2653,Not Delivered,07:09:14,66
4813,2654,Delivered,06:53:41,79
9604,2655,Not Delivered,16:15:50,7
9260,2656,Delivered,09:09:06,29
1546,2657,Delivered,23:53:21,29
7643,2658,Delivered,11:58:40,61
5333,2659,Delivered,09:18:41,55
8186,2661,Delivered,21:33:48,2
9003,2662,Not Delivered,06:11:52,41
5149,2663,Not Delivered,15:08:23,17
2253,2664,Delivered,07:42:43,49
3301,2665,Not Delivered,13:17:51,41
8698,2666,Delivered,13:51:29,12
12,2667,Not Delivered,23:16:31,98
4805,2668,Not Delivered,18:11:12,64
9317,2669,Not Delivered,08:52:07,93
2819,2670,Not Delivered,16:31:18,89
3572,2671,Delivered,10:04:25,13
1874,2672,Delivered,16:54:41,26
872,2673,Delivered,08:33:44,35
9998,2674,Delivered,23:14:11,3
5753,2676,Delivered,17:06:16,32
9161,2677,Delivered,11:34:58,13
1544,2678,Delivered,06:40:29,9
5161,2679,Not Delivered,17:19:55,76
8895,2680,Not Delivered,08:08:20,8
1803,2681,Not Delivered,10:16:54,70
2222,2682,Delivered,20:13:46,43
1087,2684,Not Delivered,21:46:09,72
4749,2685,Not Delivered,07:56:59,34
7367,2686,Delivered,20:17:55,44
2094,2687,Not Delivered,07:16:29,68
1342,2688,Delivered,21:27:33,93
2904,2689,Delivered,11:46:21,32
5171,2690,Not Delivered,20:28:48,11
769,2691,Delivered,16:15:07,45
1471,2692,Not Delivered,14:29:48,10
7226,2693,Not Delivered,15:15:04,53
9472,2694,Not Delivered,15:49:13,6
5138,2695,Delivered,23:13:06,15
2625,2696,Not Delivered,22:00:52,51
8857,2697,Not Delivered,12:22:35,99
5456,2698,Not Delivered,11:06:04,30
4413,2699,Not Delivered,20:32:09,81
4336,2700,Not Delivered,17:00:20,7
9060,2701,Not Delivered,15:50:08,50
3697,2702,Not Delivered,08:06:01,90
7799,2703,Delivered,14:39:25,59
2346,2704,Delivered,19:28:40,45
1482,2705,Not Delivered,10:05:33,3
7830,2706,Not Delivered,18:33:48,98
7932,2707,Delivered,20:53:21,66
9978,2708,Not Delivered,22:16:28,1
525,2709,Not Delivered,14:03:14,92
6930,2710,Delivered,08:54:49,6
3015,2711,Delivered,23:11:12,38
4327,2712,Not Delivered,12:30:50,73
2259,2713,Delivered,13:52:21,42
2814,2714,Delivered,22:16:28,30
2210,2715,Delivered,16:55:56,19
5882,2716,Not Delivered,14:40:16,70
4104,2717,Not Delivered,12:02:08,45
6968,2718,Delivered,11:01:00,82
1778,2719,Not Delivered,15:50:02,5
2558,2720,Delivered,16:15:31,50
7066,2721,Delivered,18:17:44,36
4207,2722,Delivered,16:58:24,73
4857,2723,Not Delivered,19:44:36,85
8126,2724,Delivered,22:30:06,61
7149,2725,Delivered,20:46:46,38
5189,2726,Delivered,18:13:17,3
2385,2727,Delivered,11:39:11,25
1902,2728,Delivered,19:20:39,79
2536,2729,Not Delivered,16:20:10,32
4173,2730,Delivered,10:23:12,38
8166,2731,Delivered,14:54:30,33
1074,2732,Not Delivered,17:53:09,65
3580,2733,Not Delivered,14:10:45,87
7584,2734,Delivered,17:09:44,54
668,2735,Delivered,18:39:17,12
5805,2736,Delivered,18:15:59,79
1812,2737,Delivered,15:40:52,10
4160,2738,Delivered,21:35:46,39
3199,2739,Not Delivered,11:12:34,49
7929,2740,Delivered,09:34:40,9
4308,2741,Not Delivered,15:52:26,18
619,2742,Delivered,06:03:57,33
7644,2743,Not Delivered,21:00:09,49
8791,2744,Delivered,10:37:31,32
6630,2745,Delivered,15:11:44,82
3728,2746,Delivered,07:17:28,13
1747,2747,Delivered,10:30:28,42
8189,2748,Delivered,15:28:57,93
2369,2749,Not Delivered,22:49:30,74
5163,2751,Not Delivered,12:00:14,11
3204,2752,Delivered,09:16:17,99
7615,2753,Not Delivered,13:50:07,44
1890,2754,Not Delivered,13:53:30,73
4446,2755,Delivered,12:42:04,67
8650,2756,Not Delivered,12:01:05,38
4221,2757,Not Delivered,14:10:41,24
8968,2758,Not Delivered,21:28:24,28
3440,2759,Not Delivered,09:17:06,36
5329,2760,Delivered,21:01:28,43
2725,2761,Delivered,12:29:30,2
8445,2762,Not Delivered,14:26:03,11
6707,2763,Delivered,19:34:17,15
83,2764,Delivered,06:24:32,52
5317,2765,Not Delivered,17:49:21,11
5782,2766,Delivered,14:37:33,100
4305,2767,Delivered,07:45:56,60
1494,2768,Not Delivered,23:21:21,98
4321,2769,Delivered,20:05:17,41
1714,2770,Delivered,08:57:56,95
2297,2771,Not Delivered,18:23:27,56
1294,2772,Delivered,16:48:03,37
9403,2773,Delivered,20:46:41,81
1755,2774,Delivered,17:54:37,68
5598,2775,Delivered,11:10:45,59
4696,2776,Delivered,19:22:35,45
6726,2777,Delivered,09:28:58,29
3806,2778,Delivered,08:02:18,25
2442,2779,Not Delivered,18:13:39,77
6084,2780,Not Delivered,21:03:40,26
8775,2781,Not Delivered,14:43:54,19
7358,2782,Delivered,15:57:02,93
8314,2783,Not Delivered,13:46:43,25
9427,2784,Delivered,12:56:33,78
1718,2785,Delivered,15:45:10,48
9744,2786,Delivered,14:52:59,76
4286,2787,Not Delivered,22:13:18,75
7107,2788,Not Delivered,10:29:01,28
8471,2789,Delivered,15:41:58,96
2103,2790,Delivered,11:10:45,95
9886,2791,Not Delivered,08:12:49,47
1862,2792,Not Delivered,11:44:43,85
7064,2794,Not Delivered,15:41:25,42
7035,2795,Not Delivered,18:11:44,29
9929,2796,Not Delivered,13:46:33,7
9360,2797,Not Delivered,08:21:44,8
733,2798,Not Delivered,17:48:50,16
4454,2799,Not Delivered,18:39:10,87
9141,2801,Delivered,16:41:53,52
5073,2802,Delivered,21:47:36,8
7439,2803,Delivered,15:44:48,87
1317,2804,Not Delivered,17:45:10,65
7746,2805,Delivered,15:47:06,27
4961,2807,Not Delivered,14:48:58,10
4102,2808,Delivered,20:59:12,98
5022,2809,Not Delivered,07:12:45,40
8259,2810,Delivered,20:13:54,39
3098,2811,Not Delivered,08:58:49,19
7747,2812,Not Delivered,12:00:38,33
3602,2813,Not Delivered,10:32:41,16
3976,2814,Not Delivered,21:24:58,6
5390,2815,Not Delivered,16:17:28,25
3953,2816,Delivered,14:21:31,52
1139,2817,Not Delivered,20:49:10,8
8935,2818,Not Delivered,20:16:28,57
9867,2819,Delivered,14:24:03,3
6535,2820,Delivered,16:10:39,67
4758,2821,Not Delivered,12:28:27,98
9463,2822,Not Delivered,16:22:32,47
2082,2823,Delivered,22:19:00,17
4472,2824,Delivered,18:26:52,97
9615,2825,Delivered,13:15:20,77
4843,2826,Delivered,11:39:47,2
7506,2827,Delivered,12:39:18,94
6551,2828,Not Delivered,09:56:23,81
537,2829,Not Delivered,15:10:25,36
6767,2830,Delivered,08:08:56,59
5527,2831,Not Delivered,23:35:16,34
1614,2832,Delivered,19:46:40,20
490,2833,Not Delivered,11:47:50,73
3779,2834,Delivered,13:37:52,3
3699,2835,Not Delivered,14:29:11,38
2268,2836,Not Delivered,20:29:31,14
6394,2837,Delivered,14:55:22,10
2693,2838,Delivered,20:19:38,50
2418,2839,Delivered,16:57:56,31
3918,2840,Not Delivered,08:08:40,19
998,2841,Delivered,00:06:13,94
2728,2842,Not Delivered,09:53:38,15
562,2843,Delivered,23:02:51,6
1652,2844,Delivered,18:40:50,6
353,2845,Delivered,23:12:41,53
8537,2846,Delivered,16:44:47,40
6946,2847,Delivered,13:00:12,49
4300,2848,Not Delivered,20:10:16,97
4957,2849,Not Delivered,11:22:22,46
6806,2850,Not Delivered,20:59:43,18
4288,2851,Not Delivered,19:43:05,56
3693,2852,Not Delivered,11:53:25,55
8005,2853,Delivered,15:02:24,59
2362,2854,Not Delivered,12:49:07,7
9730,2855,Not Delivered,08:01:25,47
6676,2856,Not Delivered,19:26:53,73
8677,2857,Not Delivered,11:20:21,54
969,2858,Delivered,08:12:26,14
7357,2859,Not Delivered,21:10:54,11
3347,2860,Not Delivered,23:35:52,23
9785,2861,Delivered,16:34:17,50
8148,2862,Not Delivered,20:27:52,73
9799,2863,Delivered,17:24:40,38
231,2864,Not Delivered,12:29:20,23
1405,2865,Not Delivered,08:42:24,30
4846,2866,Not Delivered,11:55:22,99
1428,2867,Not Delivered,10:32:41,70
4345,2868,Delivered,00:05:22,53
2407,2869,Not Delivered,08:41:09,29
7503,2870,Not Delivered,13:46:34,64
9536,2871,Delivered,17:30:37,79
5865,2872,Delivered,22:14:15,37
8539,2873,Delivered,18:18:44,37
271,2874,Not Delivered,15:04:04,46
5071,2875,Delivered,08:59:26,94
1380,2876,Delivered,11:13:19,55
6272,2877,Delivered,17:32:34,82
6950,2878,Not Delivered,07:45:16,17
3037,2879,Delivered,15:55:52,8
8571,2880,Not Delivered,17:28:32,86
4649,2881,Delivered,14:30:56,100
3106,2882,Not Delivered,10:25:29,60
552,2883,Not Delivered,08:11:31,40
6703,2884,Not Delivered,23:37:28,2
5491,2885,Not Delivered,12:30:40,65
2747,2886,Delivered,11:29:51,90
2343,2887,Not Delivered,07:27:40,42
9664,2888,Not Delivered,22:11:27,3
4612,2889,Not Delivered,11:10:25,46
924,2890,Delivered,21:41:14,39
7061,2891,Not Delivered,16:05:41,43
5728,2892,Not Delivered,07:22:41,10
3887,2893,Not Delivered,11:29:03,49
5991,2894,Not Delivered,11:45:39,4
6034,2895,Not Delivered,08:54:12,72
5101,2896,Not Delivered,08:28:59,30
7688,2897,Delivered,18:28:15,58
2476,2898,Delivered,15:22:07,32
4700,2899,Not Delivered,17:58:05,53
5391,2900,Delivered,21:43:26,38
4464,2901,Not Delivered,18:50:15,86
6470,2902,Delivered,12:48:14,1
2581,2903,Delivered,21:38:51,93
1390,2904,Not Delivered,07:39:01,56
6789,2905,Not Delivered,08:10:25,57
9011,2906,Delivered,14:54:42,5
4148,2907,Delivered,13:19:44,69
2875,2908,Not Delivered,15:37:54,60
6872,2909,Not Delivered,08:10:56,36
7028,2910,Not Delivered,19:02:46,67
6986,2911,Not Delivered,19:30:12,14
9394,2912,Not Delivered,15:21:19,57
4255,2913,Not Delivered,18:24:49,85
7008,2914,Not Delivered,10:14:01,83
6741,2915,Delivered,18:57:21,40
4550,2916,Not Delivered,11:26:20,42
4736,2917,Delivered,12:24:52,51
3657,2918,Delivered,11:28:34,4
1915,2919,Not Delivered,10:32:01,46
1585,2920,Delivered,23:21:56,5
2,2921,Not Delivered,11:08:07,60
454,2922,Not Delivered,13:21:52,45
1034,2923,Delivered,18:20:47,3
3524,2924,Delivered,19:20:22,61
6952,2925,Not Delivered,08:38:27,32
1808,2926,Not Delivered,19:39:49,50
8724,2927,Delivered,20:27:26,8
9654,2928,Delivered,11:25:11,10
3882,2929,Not Delivered,16:10:03,22
6773,2930,Not Delivered,09:27:14,58
9933,2931,Not Delivered,10:05:47,31
5864,2932,Delivered,09:58:46,91
7842,2933,Delivered,13:05:17,92
2183,2934,Not Delivered,18:25:50,12
4135,2935,Delivered,19:27:34,35
8715,2936,Delivered,20:44:31,26
3808,2937,Not Delivered,11:11:58,32
9635,2938,Not Delivered,06:50:25,28
3555,2939,Not Delivered,16:29:20,73
4778,2940,Delivered,19:20:10,59
9333,2941,Not Delivered,15:10:19,51
2992,2942,Delivered,07:12:06,36
5124,2943,Delivered,18:26:49,39
2071,2944,Delivered,16:35:12,68
4661,2945,Not Delivered,20:33:17,39
2235,2946,Delivered,07:36:08,86
3415,2947,Not Delivered,10:09:52,49
2308,2948,Not Delivered,14:04:23,72
7374,2949,Not Delivered,21:11:24,100
2920,2950,Not Delivered,10:33:36,16
9347,2951,Not Delivered,11:47:35,64
5065,2952,Delivered,14:17:11,8
1593,2953,Delivered,10:11:42,13
9746,2954,Delivered,07:52:12,71
2989,2955,Not Delivered,12:50:11,64
8762,2956,Delivered,23:15:20,1
1269,2957,Delivered,22:35:47,82
6996,2958,Delivered,09:18:04,60
5639,2959,Delivered,11:05:23,98
6526,2960,Delivered,11:00:49,28
2267,2961,Delivered,14:44:12,47
8360,2962,Not Delivered,14:31:16,56
7532,2963,Not Delivered,09:24:25,72
698,2964,Delivered,07:06:38,9
1396,2965,Delivered,09:03:08,82
664,2966,Not Delivered,21:15:51,72
7764,2967,Not Delivered,20:34:51,48
2085,2968,Not Delivered,11:08:20,13
8874,2969,Not Delivered,09:38:20,96
5291,2970,Not Delivered,11:48:12,22
7142,2971,Delivered,10:04:13,21
5722,2972,Delivered,12:28:25,50
1466,2973,Delivered,20:13:34,99
3739,2974,Delivered,12:36:12,60
51,2975,Delivered,09:12:52,31
8596,2976,Delivered,09:13:30,27
658,2977,Not Delivered,12:45:40,14
7219,2978,Not Delivered,07:40:55,43
9601,2979,Not Delivered,22:35:49,44
7124,2980,Delivered,13:59:48,62
4,2981,Not Delivered,09:11:59,56
5274,2982,Delivered,18:19:01,80
4562,2983,Delivered,12:25:35,14
9669,2984,Not Delivered,10:57:33,78
5377,2985,Delivered,12:47:51,49
3290,2986,Delivered,14:16:15,4
4485,2987,Delivered,12:21:28,42
3314,2988,Not Delivered,19:25:43,88
3879,2989,Not Delivered,15:37:59,37
5932,2990,Not Delivered,13:46:43,52
678,2991,Delivered,10:45:01,6
8192,2992,Not Delivered,09:39:41,49
2129,2993,Delivered,21:56:10,7
9318,2994,Delivered,20:31:00,14
6002,2995,Not Delivered,13:09:20,66
618,2996,Not Delivered,11:06:08,8
5478,2997,Delivered,22:07:35,80
8562,2998,Delivered,10:13:32,79
2227,2999,Not Delivered,08:45:39,70
9052,3000,Delivered,09:59:17,9
9861,3001,Delivered,17:02:44,44
