order_id,customer_id,resturant_id,order_item,order_date,order_time,order_status,total_amount
1427,56,25, Veg Biryani,08-10-2023,08:05:09,Processing,279
1428,48,11, Paneer Korma,22-02-2024,20:55:53,Delivered,262
1429,75,20, Paneer Makhmali,22-11-2024,15:06:47,Completed,427
1430,26,4, Malai Kofta,09-12-2024,17:05:21,Shipped,386
1431,26,66, Veg Spring Roll,07-01-2024,13:23:05,Failed,223
1432,26,95, Veg Manchurian,26-03-2024,06:30:06,Failed,367
1433,96,23, Rajma Masala,08-06-2023,13:48:16,Returned,239
1434,48,97, Veg Biryani,21-10-2024,18:31:53,Cancelled,222
1435,56,27, Undhiyu,15-07-2024,15:18:27,On Hold,318
1436,45,93, Tomato Rice,16-01-2024,08:36:57,Shipped,293
1437,52,53, Paneer Makhmali,14-05-2024,13:58:07,Returned,293
1438,17,77, Pesarattu,31-12-2024,08:39:05,Refunded,326
1439,68,52, Paneer Butter Masala,17-11-2023,18:49:31,Processing,207
1440,91,87, Veg Frankies,08-06-2023,12:15:26,Refunded,238
1441,40,85, Jeera Aloo,11-04-2023,19:24:28,Pending,399
1442,19,12, Beetroot Thoran,19-05-2024,10:46:40,Shipped,272
1443,26,74, Baingan Masala,07-12-2024,14:47:59,Completed,332
1444,64,38, Rava Dosa,18-06-2024,16:43:06,Pending,419
1445,77,71, Sambar,08-01-2023,09:11:54,Cancelled,212
1446,40,51, Pesarattu,05-01-2024,14:16:16,Refunded,351
1447,92,18, Jackfruit Curry,11-12-2024,07:23:17,Failed,206
1448,26,94, Aloo Tikki,24-12-2024,17:22:51,Delivered,341
1449,18,71, Khichdi,10-05-2024,08:23:47,Returned,401
1450,48,9, Aloo Tikki,30-01-2024,16:07:55,Processing,318
1451,20,1, Vegetable Kathi Roll,20-09-2024,07:05:56,Processing,415
1452,54,59, Paneer Makhmali,07-06-2024,06:03:21,Cancelled,434
1453,56,3,Medu vada,18-10-2024,11:53:18,Shipped,211
1454,83,80, Sheera,12-10-2024,11:26:04,Completed,399
1455,25,63, Bisibelebath,22-01-2023,13:14:23,Completed,260
1456,66,90, Khaman,17-08-2024,13:57:09,Failed,253
1457,96,10, Bhel Puri,06-10-2024,12:20:36,Pending,366
1458,26,15, Matar Paneer,16-03-2024,14:01:18,Delivered,269
1459,19,25, Baingan Masala,16-09-2023,16:17:31,Pending,259
1460,25,64, Bhindi Masala,30-04-2024,19:53:19,Delivered,292
1461,44,36, Paneer Makhmali,30-03-2024,06:10:52,Failed,434
1462,48,49, Dum Aloo,17-02-2024,09:53:46,Failed,307
1463,40,21, Kadai Paneer,28-11-2023,20:32:49,Delivered,342
1464,26,92, Chana Masala,06-12-2023,18:25:14,Completed,258
1465,70,40, Tamarind Rice,01-07-2024,20:19:18,Pending,366
1466,17,62, Masoor Dal,16-12-2023,15:17:44,Returned,386
1467,67,90, Hara Bhara Kabab,17-10-2024,10:28:31,Returned,319
1468,38,2, Veg Biryani,17-10-2024,20:26:38,Completed,282
1469,45,27, Veg Kurma,20-12-2024,18:29:54,Returned,225
1470,8,33, Dal Makhani,19-02-2024,06:05:47,Pending,215
1471,26,46, Gobi Paratha,17-01-2024,16:43:55,Delivered,219
1472,75,2, Dahi Puri,20-11-2023,22:22:57,Shipped,297
1473,9,46, Jackfruit Curry,27-01-2024,21:10:26,Delivered,437
1474,8,50, Sev Puri,15-08-2023,06:33:14,Shipped,428
1475,42,73, Baingan Masala,07-08-2024,19:37:57,Processing,403
1476,81,37, Khichdi,27-06-2024,20:49:48,On Hold,437
1477,39,23, Paneer Korma,24-03-2023,19:26:19,Returned,410
1478,50,90, Pindi Chole,23-04-2024,12:39:56,Returned,308
1479,11,22, Cabbage Poriyal,17-08-2023,16:41:58,Failed,201
1480,64,1, Pesarattu,01-02-2024,19:07:15,Failed,215
1481,26,47, Sev Puri,14-04-2024,11:06:27,Processing,312
1482,84,84, Tamarind Rice,17-08-2023,10:39:45,Processing,351
1483,26,74, Aloo Gobi,23-10-2023,20:56:00,Cancelled,215
1484,94,48, Sheera,09-12-2024,17:52:02,Refunded,338
1485,59,36, Matar Paneer,12-11-2024,21:38:42,Delivered,424
1486,48,79, Dal Tadka,02-02-2024,22:16:21,Failed,432
1487,56,81, Lauki Kofta,30-06-2023,12:51:10,Cancelled,312
1488,48,84, Dum Aloo,10-10-2024,10:38:30,Delivered,351
1489,48,98, Veg Kurma,19-12-2023,21:07:49,Cancelled,344
1490,48,85, Veg Samosa,16-02-2023,11:59:09,Failed,331
1491,99,72, Paneer Korma,11-06-2023,15:11:09,Returned,302
1492,81,13, Sheera,07-05-2024,20:16:05,Pending,405
1493,63,42, Bisibelebath,24-08-2024,18:48:10,Shipped,357
1494,91,70, Handvo,26-04-2023,08:39:07,Processing,246
1495,22,64, Undhiyu,13-03-2023,07:23:01,Returned,209
1496,97,35, Ragda Pattice,08-11-2023,21:49:05,Completed,262
1497,14,42, Pav Bhaji,30-07-2023,07:45:35,Returned,275
1498,61,25, Pani Puri,09-04-2024,22:01:28,Delivered,448
1499,48,19, Palak Paneer,16-04-2023,19:51:18,Refunded,408
1500,33,71, Veg Samosa,05-05-2023,16:36:09,Cancelled,336
1501,88,51, Dal Makhani,05-10-2023,09:28:23,Returned,300
1502,48,92, Lauki Kofta,20-01-2023,11:59:42,Shipped,209
1503,61,77, Jackfruit Curry,16-03-2023,22:21:09,Completed,384
1504,48,75, Tamarind Rice,20-08-2023,17:37:40,Failed,235
1505,47,82, Bhindi Masala,27-01-2024,21:42:35,Cancelled,322
1506,17,65, Dal Tadka,11-06-2024,10:23:24,Shipped,297
1507,26,19, Dum Aloo,14-05-2024,06:18:38,Pending,408
1508,15,92, Pindi Chole,19-09-2023,06:11:46,Shipped,373
1509,52,35, Veg Momos,22-08-2023,20:29:07,Failed,342
1510,51,85, Veg Momos,07-11-2023,15:19:32,Completed,218
1511,16,27, Paneer Butter Masala,16-11-2023,14:30:48,Shipped,377
1512,91,63, Malai Kofta,14-01-2023,06:54:13,Pending,278
1513,92,58, Dahi Puri,14-04-2024,07:39:37,Returned,435
1514,45,58, Tamarind Rice,31-12-2023,20:43:44,On Hold,423
1515,92,69, Sambar,12-10-2023,06:40:49,Processing,234
1516,54,54, Veg Frankies,19-03-2023,17:23:00,Returned,423
1517,67,15, Onion Bhaji,18-02-2024,07:08:50,On Hold,435
1518,69,58, Paneer Tikka,15-03-2024,16:36:38,Cancelled,356
1519,67,17, Malai Kofta,03-06-2024,21:05:26,Processing,212
1520,26,67, Mysore Dosa,13-12-2023,18:50:58,Returned,435
1521,45,12, Pindi Chole,19-12-2024,21:42:06,Returned,213
1522,70,50, Baingan Bharta,27-09-2024,15:44:53,Failed,275
1523,93,39, Palak Paneer,08-10-2023,19:38:53,Refunded,245
1524,26,22, Sheera,13-03-2023,08:15:38,Delivered,352
1525,74,89, Sambar,01-05-2023,10:22:26,Cancelled,436
1526,79,25, Mixed Veg Curry,07-10-2023,11:08:19,Processing,378
1527,48,51, Tomato Rice,05-06-2023,19:20:11,Cancelled,273
1528,83,75, Aloo Tikki,16-07-2024,14:11:35,Pending,429
1529,33,76, Veg Frankies,27-12-2023,06:36:18,Refunded,277
1530,94,91, Dal Dhokli,19-04-2023,11:41:13,Refunded,308
1531,91,59, Jeera Aloo,10-03-2024,21:57:14,Returned,368
1532,20,11, Pongal,26-10-2024,06:41:53,Shipped,374
1533,8,2, Veg Frankies,22-03-2024,11:51:48,Completed,307
1534,26,92, Bhel Puri,09-07-2023,07:18:42,Shipped,331
1535,79,57, Idli,07-12-2023,06:33:49,Shipped,249
1536,62,32, Veg Pulao,13-08-2024,10:48:40,Failed,341
1537,48,83, Veg Pulao,22-01-2024,16:49:30,Refunded,414
1538,26,33, Idli,16-03-2023,11:06:39,Cancelled,273
1539,77,96, Pongal,01-11-2023,12:36:01,Pending,373
1540,48,40, Pongal,18-12-2024,12:58:26,Failed,230
1541,71,77, Aloo Paratha,01-02-2024,07:01:35,Delivered,280
1542,48,95, Veg Kurma,07-04-2024,20:51:07,Cancelled,210
1543,52,85, Rava Upma,02-06-2024,15:23:37,Pending,447
1544,26,27, Hara Bhara Kabab,21-07-2023,21:25:01,Pending,417
1545,72,75, Veg Kurma,14-05-2023,21:05:37,Failed,433
1546,48,48, Cabbage Poriyal,26-08-2024,20:09:53,Shipped,374
1547,11,75, Veg Pakora,24-08-2024,13:36:41,Pending,312
1548,56,64, Dal Dhokli,19-09-2024,07:25:24,Returned,257
1549,72,10, Veg Samosa,10-11-2024,06:19:58,Delivered,377
1550,41,7, Dal Dhokli,11-07-2024,13:28:44,Returned,436
1551,48,52, Bhel Puri,17-02-2023,15:34:21,Refunded,377
1552,26,38, Dum Aloo,22-09-2023,14:35:50,Shipped,238
1553,56,62, Sambar,14-06-2023,21:28:01,Delivered,411
1554,72,11, Palak Paneer,28-12-2023,21:35:18,Returned,283
1555,26,56, Vegetable Kathi Roll,22-06-2024,20:10:48,Shipped,372
1556,26,76, Mixed Veg Curry,09-01-2023,09:22:15,Delivered,432
1557,33,31, Beetroot Thoran,14-10-2024,10:05:35,Cancelled,263
1558,26,36, Sheera,02-04-2024,10:46:41,Shipped,297
1559,26,19, Ragda Pattice,13-11-2024,17:02:37,Failed,252
1560,72,95, Malai Kofta,10-01-2023,13:37:53,On Hold,247
1561,16,80, Patra,24-04-2023,09:03:15,Pending,398
1562,26,23, Aloo Gobi,18-08-2023,07:15:32,Shipped,356
1563,39,96, Dal Dhokli,20-10-2024,18:15:47,Returned,385
1564,84,41, Pongal,29-02-2024,17:28:10,Shipped,333
1565,97,88, Masoor Dal,05-03-2024,22:04:42,Shipped,421
1566,81,88, Masoor Dal,26-05-2023,10:09:24,Pending,270
1567,26,72, Veg Biryani,28-12-2023,10:51:43,Returned,385
1568,48,29, Rava Upma,25-06-2024,11:06:58,On Hold,375
1569,77,44, Rava Upma,22-01-2023,22:08:17,Pending,295
1570,48,39, Pav Bhaji,12-08-2023,19:54:50,On Hold,247
1571,59,38, Dahi Puri,29-11-2023,18:41:43,Shipped,408
1572,66,14, Ragda Pattice,19-01-2023,06:18:23,Processing,396
1573,59,38, Cabbage Poriyal,01-10-2024,18:15:27,Pending,209
1574,66,94, Patra,06-09-2024,16:41:06,On Hold,378
1575,30,70, Dal Dhokli,25-10-2024,18:19:26,Pending,312
1576,44,55, Veg Frankies,23-09-2024,19:47:52,Failed,294
1577,47,41, Paneer Makhmali,20-10-2024,09:26:38,On Hold,275
1578,27,72, Pongal,06-11-2023,17:49:41,Refunded,426
1579,78,19, Undhiyu,27-05-2024,20:03:00,On Hold,431
1580,32,55, Rasam,24-11-2024,15:00:29,On Hold,291
1581,68,85, Masoor Dal,17-05-2023,16:06:50,Returned,349
1582,88,96, Veg Kurma,27-02-2024,07:51:08,Refunded,289
1583,47,50, Rasam,12-10-2024,07:47:23,Completed,394
1584,79,6, Beetroot Thoran,13-09-2023,20:05:56,Returned,441
1585,72,79, Vegetable Kathi Roll,14-11-2024,16:43:31,Processing,255
1586,50,29, Sheera,25-09-2023,16:53:44,Shipped,247
1587,74,97, Palak Paneer,01-03-2023,08:42:26,Pending,395
1588,73,69, Veg Kurma,20-05-2024,06:31:49,Processing,227
1589,80,29, Dum Aloo,05-04-2024,22:05:13,Shipped,296
1590,9,70, Aloo Gobi,25-05-2023,06:40:07,Cancelled,389
1591,64,4, Paneer Butter Masala,10-09-2024,19:57:32,Cancelled,323
1592,45,27, Aloo Tikki,09-07-2023,16:47:04,On Hold,352
1593,2,39, Paneer Makhmali,24-02-2023,14:56:47,Cancelled,346
1594,81,33, Jeera Aloo,24-01-2023,13:00:48,Delivered,252
1595,14,32, Bhindi Masala,18-05-2024,07:16:41,On Hold,208
1596,26,97, Undhiyu,06-05-2024,19:04:20,On Hold,309
1597,48,56, Paneer Makhmali,24-07-2023,16:36:28,Failed,373
1598,54,52, Veg Momos,20-09-2023,16:41:34,Refunded,422
1599,26,22, Pani Puri,13-08-2023,06:13:41,Shipped,296
1600,42,62, Pongal,20-08-2024,08:49:26,Pending,353
1601,67,44, Jackfruit Curry,08-11-2024,14:27:18,On Hold,205
1602,85,87, Mysore Dosa,27-10-2024,19:55:17,Pending,339
1603,84,24, Malabar Parotta,27-04-2024,22:28:08,Returned,325
1604,48,65, Avial,14-06-2023,13:41:02,On Hold,387
1605,48,5, Beetroot Thoran,05-03-2023,21:15:19,Shipped,211
1606,19,100, Lemon Rice,06-12-2024,19:31:02,Failed,434
1607,34,8, Chana Masala,02-01-2024,08:25:15,Returned,354
1608,46,40, Veg Spring Roll,11-03-2024,07:48:31,Failed,400
1609,48,94, Veg Momos,07-01-2023,15:05:26,Processing,300
1610,74,46, Sheera,04-06-2024,13:57:10,Processing,220
1611,16,2, Chole Bhature,11-05-2023,12:37:01,Cancelled,389
1612,80,69, Veg Pakora,24-08-2023,20:26:26,Delivered,200
1613,48,33, Handvo,24-04-2023,15:22:51,Failed,434
1614,26,96, Malabar Parotta,02-11-2023,07:37:25,Completed,214
1615,57,59, Vegetable Kathi Roll,10-09-2024,17:19:42,Completed,392
1616,9,37, Masoor Dal,15-06-2023,08:45:54,Refunded,224
1617,38,96, Tamarind Rice,21-02-2024,08:32:04,Pending,324
1618,26,51, Rava Upma,22-04-2024,06:42:36,On Hold,281
1619,26,72, Sheera,22-06-2024,15:46:33,Refunded,283
1620,56,73, Pesarattu,12-01-2024,19:55:01,Pending,230
1621,8,52, Veg Frankies,19-09-2023,22:26:42,Failed,385
1622,19,89, Vegetable Kathi Roll,30-04-2024,06:46:07,Cancelled,360
1623,26,92, Masoor Dal,07-12-2024,08:41:47,Refunded,333
1624,72,44, Baingan Bharta,27-05-2023,16:16:26,Refunded,381
1625,70,42, Mysore Dosa,23-09-2023,17:25:34,On Hold,204
1626,34,2, Veg Hakka Noodles,28-08-2024,16:22:49,Returned,222
1627,32,79, Veg Pulao,18-11-2023,21:45:30,Completed,343
1628,68,80, Dal Tadka,10-04-2024,09:43:39,Shipped,211
1629,31,72, Pongal,12-07-2023,06:46:11,Refunded,384
1630,93,21, Dum Aloo,11-05-2024,12:44:04,Shipped,374
1631,23,82, Veg Momos,29-04-2024,18:53:42,On Hold,229
1632,66,68, Dhokla,10-04-2024,20:49:12,Failed,305
1633,39,100, Cabbage Poriyal,23-08-2024,11:13:46,Returned,237
1634,48,16, Dal Dhokli,12-01-2023,21:11:09,Cancelled,332
1635,30,36, Kadai Paneer,25-07-2024,06:56:47,Shipped,228
1636,63,64, Matar Paneer,03-05-2024,12:01:21,Refunded,383
1637,39,46, Malai Kofta,03-10-2024,12:29:39,Failed,275
1638,26,15, Mysore Dosa,01-04-2023,07:44:54,Cancelled,219
1639,46,84, Kadai Paneer,09-01-2024,08:42:08,Failed,386
1640,51,16, Dal Dhokli,06-11-2023,19:02:09,Cancelled,379
1641,91,16, Sev Puri,04-05-2023,22:11:12,Processing,422
1642,26,47, Malai Kofta,27-11-2023,15:51:09,Refunded,213
1643,86,72, Dum Aloo,26-08-2024,17:21:44,Returned,221
1644,84,31, Dal Dhokli,22-12-2024,12:55:08,On Hold,216
1645,45,81, Khichdi,16-04-2024,21:48:15,Completed,267
1646,11,17, Veg Frankies,29-10-2023,13:24:56,Completed,237
1647,48,25, Veg Momos,23-03-2024,09:09:11,Cancelled,348
1648,37,84, Masala Dosa,01-11-2024,13:48:02,Shipped,331
1649,26,7, Dal Dhokli,29-04-2024,20:53:10,Failed,349
1650,26,92, Hara Bhara Kabab,24-03-2024,18:26:15,Shipped,425
1651,26,74, Pav Bhaji,14-02-2024,16:38:43,Pending,253
1652,88,61, Veg Kurma,23-02-2023,07:10:04,Processing,436
1653,93,86, Hara Bhara Kabab,22-01-2024,20:31:38,Failed,398
1654,85,20, Avial,14-08-2023,09:05:27,On Hold,388
1655,86,52, Hara Bhara Kabab,10-01-2024,13:03:12,Cancelled,248
1656,42,98, Sheera,27-11-2023,17:44:15,On Hold,331
1657,72,50, Pani Puri,08-05-2023,21:28:22,Failed,213
1658,33,58, Aloo Paratha,25-12-2024,21:34:22,Delivered,205
1659,27,77, Pindi Chole,08-08-2023,18:56:39,Delivered,324
1660,38,3,Medu vada,21-08-2023,21:53:12,On Hold,229
1661,26,63, Masala Dosa,25-12-2024,18:55:20,On Hold,302
1662,88,71, Veg Pakora,07-02-2024,20:29:18,Pending,342
1663,27,42, Paneer Korma,01-07-2023,10:43:06,On Hold,252
1664,48,10, Baingan Bharta,30-01-2024,08:35:42,Cancelled,368
1665,72,97, Paneer Tikka,23-10-2023,12:15:37,Shipped,376
1666,18,79, Rava Upma,15-06-2023,11:02:02,Failed,228
1667,53,57, Khichdi,09-07-2023,14:22:58,On Hold,334
1668,48,25, Onion Bhaji,08-02-2024,07:57:16,Processing,382
1669,51,75, Pav Bhaji,07-03-2024,10:16:53,Shipped,288
1670,75,33, Beetroot Thoran,31-01-2024,06:38:36,Failed,405
1671,37,34, Veg Spring Roll,21-12-2023,20:10:05,On Hold,243
1672,59,7, Khichdi,11-02-2023,07:21:49,Completed,330
1673,71,10, Pani Puri,19-09-2024,19:38:49,Delivered,410
1674,96,96, Pongal,17-01-2024,13:14:33,Cancelled,396
1675,48,54, Jackfruit Curry,09-02-2023,18:49:59,Returned,240
1676,26,16, Malai Kofta,23-04-2024,13:18:08,Processing,441
1677,27,37, Hara Bhara Kabab,13-12-2024,18:15:29,Shipped,448
1678,57,59, Lemon Rice,08-09-2023,12:06:36,Cancelled,376
1679,77,84, Pongal,15-08-2023,21:08:38,Pending,321
1680,26,98, Jeera Aloo,24-08-2023,19:52:58,Shipped,361
1681,38,68, Paneer Makhmali,06-07-2023,19:28:39,Refunded,323
1682,52,36, Veg Frankies,28-12-2024,15:15:45,Cancelled,320
1683,8,100, Baingan Bharta,25-03-2024,06:49:45,On Hold,382
1684,96,35, Masoor Dal,20-04-2023,20:12:40,On Hold,326
1685,87,45, Paneer Tikka,01-12-2024,19:59:57,Processing,287
1686,72,56, Bisibelebath,09-07-2024,20:00:21,Completed,366
1687,74,52, Hara Bhara Kabab,22-07-2024,13:19:04,Delivered,386
1688,26,2, Rava Upma,30-12-2023,21:32:48,On Hold,376
1689,56,87, Rava Upma,04-08-2024,11:23:03,On Hold,448
1690,22,72, Veg Samosa,25-04-2024,19:28:09,Delivered,282
1691,52,39, Rajma Masala,03-11-2024,16:27:23,Shipped,434
1692,56,24, Veg Spring Roll,05-03-2024,16:19:55,Failed,404
1693,72,51, Gobi Paratha,14-05-2023,08:07:48,Returned,340
1694,26,27, Jeera Aloo,23-02-2024,19:59:52,Returned,353
1695,68,43, Handvo,14-03-2023,06:49:46,Failed,386
1696,75,78, Veg Frankies,06-08-2024,06:04:17,Cancelled,448
1697,48,67, Pindi Chole,19-05-2023,10:14:55,Processing,215
1698,54,41, Handvo,27-02-2024,11:50:06,Completed,402
1699,16,82, Aloo Paratha,02-08-2024,11:23:42,Cancelled,232
1700,48,36, Jeera Aloo,27-10-2023,08:33:04,Returned,271
1701,33,25, Pongal,19-02-2024,12:45:20,Refunded,239
1702,26,77, Jackfruit Curry,09-07-2024,15:55:49,Shipped,284
1703,71,30, Dal Makhani,27-04-2023,17:09:12,Pending,285
1704,62,66, Dal Tadka,30-08-2024,14:21:38,Failed,405
1705,87,92, Rasam,14-01-2024,06:18:05,Completed,313
1706,25,73, Veg Pakora,08-11-2023,08:30:17,Cancelled,339
1707,26,33, Dahi Puri,01-02-2023,20:08:24,Refunded,357
1708,88,47, Veg Spring Roll,06-09-2023,22:28:05,Pending,381
1709,32,62, Veg Kurma,25-04-2024,19:46:08,Processing,270
1710,99,36, Tomato Rice,18-07-2024,09:51:41,Pending,289
1711,27,24, Dal Dhokli,10-10-2024,19:38:04,Failed,278
1712,56,35, Pani Puri,21-03-2023,07:36:35,Shipped,372
1713,38,86, Palak Paneer,25-11-2023,20:10:56,Refunded,337
1714,48,8, Tamarind Rice,05-08-2023,16:52:52,Completed,222
1715,56,4, Chana Masala,11-10-2023,17:57:38,Cancelled,258
1716,47,97, Bisibelebath,07-10-2023,22:21:40,Completed,412
1717,67,3,Medu vada,02-01-2023,19:37:58,Completed,227
1718,94,2, Patra,01-08-2024,17:22:42,Failed,375
1719,85,73, Dal Dhokli,26-01-2024,14:53:10,Cancelled,251
1720,63,72, Veg Biryani,23-11-2024,12:42:10,Delivered,240
1721,54,42, Dhokla,09-05-2024,12:58:34,On Hold,396
1722,17,48, Pani Puri,29-04-2024,08:36:23,Shipped,416
1723,88,19, Cabbage Poriyal,25-12-2023,21:26:16,Refunded,359
1724,78,43, Aloo Paratha,01-02-2023,14:33:27,Completed,324
1725,44,11, Undhiyu,01-11-2024,21:04:50,On Hold,407
1726,40,50, Bisibelebath,19-12-2023,18:42:50,Shipped,322
1727,46,100, Paneer Korma,28-01-2023,13:15:27,On Hold,352
1728,96,49, Paneer Tikka,14-01-2023,09:34:22,Refunded,335
1729,33,100, Onion Bhaji,16-11-2024,18:44:36,On Hold,306
1730,25,21, Pav Bhaji,17-04-2023,13:12:04,Processing,311
1731,22,100, Bhindi Masala,08-02-2023,14:34:53,On Hold,389
1732,61,96, Sev Puri,25-12-2024,16:24:03,Failed,281
1733,17,31, Pindi Chole,01-12-2024,14:55:47,Pending,423
1734,43,35, Pesarattu Upma,12-08-2024,20:10:17,Delivered,435
1735,92,32, Dhokla,02-09-2023,12:44:39,Returned,283
1736,33,68, Dum Aloo,19-12-2023,07:58:51,Returned,225
1737,52,84, Sambar,02-07-2023,10:39:34,On Hold,324
1738,26,68, Dal Makhani,03-09-2024,20:49:43,On Hold,418
1739,86,36, Ragda Pattice,19-11-2023,21:21:57,Shipped,249
1740,91,26, Paneer Makhmali,26-02-2023,10:35:40,Completed,396
1741,94,44, Pesarattu Upma,14-08-2023,16:18:26,Delivered,432
1742,72,55, Chole Bhature,21-10-2023,15:13:01,On Hold,442
1743,73,94, Masoor Dal,22-05-2024,11:24:38,On Hold,335
1744,11,36, Tomato Rice,19-08-2024,07:00:54,Processing,242
1745,26,11, Veg Samosa,22-12-2024,10:26:34,On Hold,419
1746,8,99, Dahi Puri,27-12-2024,21:33:53,Failed,298
1747,48,42, Baingan Masala,13-11-2023,14:34:57,Refunded,416
1748,63,45, Paneer Butter Masala,31-08-2023,21:30:29,Delivered,321
1749,48,70, Rava Upma,06-08-2023,18:00:32,Failed,400
1750,54,4, Veg Hakka Noodles,01-12-2024,20:34:45,On Hold,405
1751,34,61, Chole Bhature,17-09-2023,22:27:15,Completed,250
1752,11,20, Masala Dosa,11-12-2024,09:54:35,Shipped,244
1753,26,20, Dahi Puri,28-03-2023,17:55:54,Returned,338
1754,15,76, Rasam,03-01-2023,07:07:19,Refunded,200
1755,26,91, Uttapam,20-03-2023,16:15:25,Failed,402
1756,26,95, Baingan Bharta,08-04-2024,22:20:09,Completed,295
1757,14,25, Matar Paneer,26-08-2023,16:08:54,Pending,325
1758,20,24, Kadai Paneer,26-07-2023,21:55:30,Pending,233
1759,87,40, Bhindi Masala,19-08-2024,18:01:01,Cancelled,242
1760,27,26, Veg Kurma,30-09-2023,13:26:41,Returned,417
1761,68,23, Beetroot Thoran,16-07-2024,07:52:56,Shipped,440
1762,16,95, Bisibelebath,03-05-2024,21:24:26,On Hold,369
1763,77,57, Cabbage Poriyal,24-02-2024,15:48:04,Pending,285
1764,86,100, Rava Dosa,29-05-2024,22:27:38,Completed,311
1765,80,69, Veg Hakka Noodles,24-01-2023,16:26:37,Processing,296
1766,38,99, Dhokla,01-08-2023,21:59:20,Returned,292
1767,48,98, Masala Dosa,12-06-2024,15:54:01,Completed,430
1768,86,14, Veg Pakora,18-11-2024,18:07:30,Processing,300
1769,20,45, Pav Bhaji,01-02-2024,17:20:34,On Hold,344
1770,88,65, Rava Dosa,09-01-2024,18:48:37,Pending,377
1771,77,26, Mixed Veg Curry,08-10-2023,17:25:15,Cancelled,217
1772,23,68, Mysore Dosa,26-05-2024,20:53:12,Completed,423
1773,14,39, Khichdi,15-02-2023,09:54:32,Returned,278
1774,17,96, Veg Kurma,21-12-2024,07:52:00,On Hold,226
1775,26,9, Baingan Bharta,16-05-2023,15:08:32,Shipped,264
1776,56,61, Palak Paneer,12-11-2024,17:12:46,Pending,383
1777,48,89, Dum Aloo,08-07-2024,08:29:06,Completed,245
1778,48,92, Patra,08-02-2024,13:07:06,Pending,204
1779,48,60, Cabbage Poriyal,17-01-2023,11:19:00,Processing,405
1780,26,24, Pani Puri,24-04-2024,15:43:18,Completed,207
1781,22,64, Paneer Tikka,04-01-2023,18:17:15,Cancelled,277
1782,79,81, Rajma Masala,17-11-2023,11:00:16,Failed,272
1783,56,33, Sambar,15-04-2024,21:57:59,Refunded,380
1784,72,63, Rajma Masala,31-01-2023,14:36:12,Completed,438
1785,8,95, Masoor Dal,08-09-2024,18:07:55,On Hold,218
1786,15,53, Onion Bhaji,12-07-2023,11:22:49,Completed,265
1787,69,31, Malabar Parotta,22-09-2023,17:51:17,Shipped,359
1788,59,1, Aloo Paratha,12-07-2023,11:28:29,Refunded,332
1789,48,93, Onion Bhaji,15-08-2023,21:55:30,Processing,287
1790,26,7, Pav Bhaji,06-01-2023,21:46:14,Processing,323
1791,80,54, Aloo Gobi,11-11-2023,14:31:02,Returned,344
1792,15,51, Malabar Parotta,02-09-2024,19:58:59,Refunded,268
1793,25,98, Hara Bhara Kabab,10-06-2023,19:28:55,Refunded,300
1794,48,71, Baingan Masala,07-01-2024,21:08:12,Failed,255
1795,48,85, Rava Dosa,14-02-2023,18:00:50,Returned,254
1796,26,51, Veg Hakka Noodles,13-07-2024,11:24:00,Returned,274
1797,11,89, Veg Seekh Kabab,17-03-2023,19:19:29,Failed,272
1798,70,53, Idli,19-04-2023,19:14:09,Failed,357
1799,26,27, Avial,12-12-2024,19:42:53,Refunded,431
1800,99,26, Khaman,15-01-2023,08:13:02,Cancelled,424
1801,48,13, Malai Kofta,14-01-2024,14:41:29,Completed,238
1802,26,48, Pongal,13-11-2024,06:43:39,Pending,238
1803,26,100, Pani Puri,26-02-2024,15:40:33,Completed,323
1804,69,48, Pongal,06-01-2023,15:15:11,Refunded,388
1805,99,92, Uttapam,15-02-2023,16:05:18,Cancelled,283
1806,41,8, Bisibelebath,19-05-2023,11:27:19,Shipped,287
1807,48,17, Dum Aloo,30-07-2023,19:18:20,Processing,264
1808,86,54, Lauki Kofta,02-11-2023,19:21:06,Returned,262
1809,64,6, Tomato Rice,21-11-2024,22:20:30,Shipped,220
1810,32,90, Pesarattu,19-12-2024,06:36:30,Failed,391
1811,26,40, Beetroot Thoran,05-03-2024,06:39:05,Shipped,202
1812,72,60, Medu Vada,29-04-2023,06:22:33,Pending,338
1813,48,39, Veg Frankies,11-10-2023,07:54:56,Completed,215
1814,26,1, Khichdi,29-09-2023,21:02:28,Shipped,358
1815,96,31, Pesarattu Upma,05-11-2023,21:29:33,Failed,370
1816,48,11, Undhiyu,09-07-2024,18:45:24,Failed,416
1817,43,2, Lauki Kofta,07-03-2023,15:40:28,Completed,214
1818,72,90, Aloo Tikki,10-08-2024,14:13:12,Completed,352
1819,11,94, Pani Puri,16-05-2024,18:15:22,Refunded,313
1820,94,9, Beetroot Thoran,14-04-2023,20:16:17,Failed,388
1821,26,2, Onion Bhaji,21-12-2023,11:55:04,On Hold,363
1822,24,16, Pani Puri,10-10-2024,09:53:21,Failed,207
1823,33,12, Pav Bhaji,25-07-2024,14:48:54,Completed,419
1824,67,27, Hara Bhara Kabab,26-05-2023,20:32:06,Shipped,238
1825,99,89, Dal Dhokli,05-06-2024,19:05:04,Delivered,229
1826,78,7, Aloo Paratha,18-09-2023,21:13:28,Shipped,399
1827,23,23, Chole Bhature,16-11-2024,07:05:25,Processing,292
1828,26,34, Paneer Butter Masala,05-09-2024,15:17:17,Returned,228
